customer_id,gender,age,married,state,city,latitude,longitude,tenure_in_months,offer,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,monthly_charge,total_charges,total_long_distance_charges,total_revenue,churn_label,churn_value
6942-LBFDP,Female,30,No,California,Bakersfield,35.559617,-118.925185,2,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.55,33.6,33.4,67.0,No,0
6946-LMSQS,Male,80,Yes,California,Temecula,33.507255,-117.029473,25,Offer C,Yes,Yes,Yes,25,Yes,No,No,No,No,Yes,No,Yes,One Year,89.05,2177.45,840.7500000000001,3018.2,Yes,1
6950-TWMYB,Male,31,Yes,California,Santa Monica,34.026334,-118.474222,54,Offer B,Yes,No,Yes,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,79.95,4362.05,2521.8,6883.85,No,0
6952-OMNWB,Male,75,Yes,California,Creston,35.480896,-120.469476,68,Offer A,Yes,Yes,Yes,15,No,No,Yes,No,No,No,No,Yes,One Year,80.35,5589.3,2333.08,7922.38,No,0
6953-PBDIN,Male,50,Yes,California,Fort Bidwell,41.932207,-120.135941,70,Offer A,Yes,Yes,Yes,25,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,72.95,5265.55,2700.6,8026.15,No,0
6954-OOYZZ,Male,41,Yes,California,Los Angeles,34.048013,-118.293953,18,Offer D,Yes,No,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,44.35,768.05,826.5600000000001,1594.61,No,0
6956-SMUCM,Female,29,No,California,Miranda,40.210895,-123.86,3,None,Yes,No,Yes,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,99.0,287.4,100.17,397.57,Yes,1
6959-GQEGV,Male,61,No,California,Canoga Park,34.19829,-118.602203,45,None,Yes,No,Yes,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,75.95,3273.8,466.2,3740.0,No,0
6959-UWKHF,Male,47,No,California,Alpaugh,35.869626,-119.498771,1,Offer E,Yes,No,Yes,11,No,No,No,No,No,No,No,Yes,Month-to-Month,42.9,42.9,4.02,46.92,Yes,1
6960-HVYXR,Female,20,No,California,Rio Linda,38.688764,-121.457596,1,None,Yes,Yes,Yes,52,No,No,No,No,No,No,No,Yes,Month-to-Month,76.0,76.0,35.01,111.01,Yes,1
6961-MJKBO,Male,27,No,California,Los Angeles,34.061918,-118.277939,47,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.45,943.0,310.67,1253.67,No,0
6961-VCPMC,Male,71,Yes,California,North Palm Springs,33.906496,-116.569499,46,Offer B,Yes,No,Yes,3,No,No,No,No,No,Yes,No,No,Month-to-Month,80.4,3605.2,2236.52,5861.72,Yes,1
6963-EZQEE,Male,69,Yes,California,Midpines,37.581496,-119.972762,70,None,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,88.55,6306.5,2865.7999999999997,9172.3,No,0
6963-KQYQB,Female,24,Yes,California,Pacifica,37.573633,-122.455167,70,Offer A,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.05,1764.75,298.9,2063.65,No,0
6967-PEJLL,Male,23,Yes,California,San Diego,32.961064,-117.134917,37,Offer C,No,No,Yes,52,Yes,No,Yes,Yes,No,No,No,Yes,One Year,40.2,1525.35,0.0,1525.35,No,0
6968-GMKPR,Female,39,No,California,French Gulch,40.740138,-122.587476,55,Offer B,Yes,No,Yes,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,81.55,4509.5,1228.7,5738.2,No,0
6968-MHOMU,Male,53,Yes,California,Princeton,39.424957,-122.039307,58,None,No,No,Yes,23,No,No,No,No,Yes,Yes,Yes,Yes,One Year,45.0,2689.35,0.0,2689.35,No,0
6968-URWQU,Male,50,Yes,California,Redlands,34.064073,-117.166158,43,None,Yes,No,Yes,23,No,No,No,No,Yes,No,No,Yes,One Year,56.35,2391.15,186.62,2577.77,No,0
6969-MVBAI,Female,66,No,California,Davis Creek,41.750354,-120.403885,9,Offer E,Yes,Yes,Yes,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,90.1,816.8,360.0,1176.8,No,0
6972-SNKKW,Female,60,No,California,Chester,40.243494,-121.154733,6,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.0,109.2,284.76,393.96,No,0
6974-DAFLI,Female,54,Yes,California,Bakersfield,35.392599,-119.245341,55,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.7,1140.05,180.39999999999998,1320.45,No,0
6976-BWGLQ,Female,64,Yes,California,Pomona,34.042286,-117.756106,72,Offer A,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.2,1787.35,2829.6,4616.95,No,0
6979-TNDEU,Female,42,No,California,Sacramento,38.660442,-121.346321,8,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.2,156.85,114.56,271.41,No,0
6979-ZNSFF,Female,48,No,California,Pollock Pines,38.733908,-120.453416,8,Offer E,Yes,Yes,Yes,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,87.05,762.1,364.72,1126.82,Yes,1
6980-CDGFC,Female,57,Yes,California,Aptos,37.013471,-121.877877,67,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.85,1327.4,529.97,1857.37,No,0
6980-IMXXE,Female,28,Yes,California,Modesto,37.672906,-120.946594,69,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.2,1412.65,2931.81,4344.46,No,0
6981-TDRFT,Male,25,Yes,California,Soulsbyville,37.990574,-120.261821,44,None,No,No,Yes,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,54.3,2317.1,0.0,2327.1,No,0
6982-SSHFK,Male,45,No,California,Fresno,36.768774,-119.762633,1,Offer E,Yes,No,Yes,12,No,No,No,No,No,No,No,Yes,Month-to-Month,44.4,44.4,32.44,76.84,Yes,1
6982-UQZLY,Female,80,Yes,California,Los Alamos,34.758699,-120.275839,1,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.85,20.85,22.86,43.71,Yes,1
6985-HAYWX,Female,50,Yes,California,Hughson,37.5923,-120.853288,26,None,Yes,Yes,Yes,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,79.3,2015.8,977.6,2993.4,No,0
6986-IJDHX,Male,29,Yes,California,Huntington Beach,33.679659,-118.016195,39,Offer C,Yes,No,Yes,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,86.3,3266.0,1569.75,4835.75,Yes,1
6986-IXNDM,Male,47,No,California,Three Rivers,36.413433,-118.854708,14,Offer D,Yes,No,Yes,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,92.9,1337.45,389.2,1726.65,No,0
6987-XQSJT,Female,68,No,California,Blue Lake,40.94338,-123.831799,54,None,Yes,Yes,Yes,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,79.5,4370.25,2471.5800000000004,6841.83,Yes,1
6988-CJEYV,Male,56,No,California,Crows Landing,37.435664,-121.049056,49,Offer B,Yes,Yes,Yes,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,98.7,4920.55,2227.54,7148.09,No,0
6990-YNRIO,Male,53,Yes,California,Agoura Hills,34.129058,-118.759788,65,None,Yes,Yes,Yes,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,108.65,6937.95,2722.2000000000003,9660.15,Yes,1
6992-TKNYO,Male,34,Yes,California,Richmond,37.921034,-122.341798,38,Offer C,Yes,Yes,Yes,16,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,69.0,2669.45,1220.18,3889.63,No,0
6993-OHLXR,Female,26,No,California,Walnut Creek,37.900662,-122.052782,2,None,Yes,No,Yes,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,68.95,119.75,61.46,181.21,Yes,1
6993-YCOBK,Male,48,Yes,California,Sun Valley,34.231053,-118.338307,60,None,Yes,Yes,Yes,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,110.6,6586.85,2421.6,9052.07,No,0
6993-YGFJV,Male,29,Yes,California,Cayucos,35.511833,-120.918713,69,Offer A,Yes,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,112.55,7806.5,235.29000000000002,8041.79,No,0
6994-FGRHH,Male,37,Yes,California,Meadow Vista,39.003358,-121.022539,70,None,Yes,No,Yes,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,106.15,7475.1,256.9,7732.0,No,0
6994-KERXL,Male,51,No,California,Avalon,33.391181,-118.421305,4,None,Yes,No,Yes,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,55.9,238.5,70.8,309.3,No,0
6994-ORCWG,Female,33,No,California,Wilseyville,38.392686,-120.415951,14,Offer D,Yes,Yes,Yes,7,No,Yes,No,No,No,No,No,Yes,One Year,54.25,773.2,294.42,1067.62,No,0
6996-KNSML,Female,26,No,California,Cotati,38.326215,-122.718742,1,None,Yes,No,Yes,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,74.9,74.9,35.25,110.15,Yes,1
6997-UVGOX,Male,35,Yes,California,Albany,37.890274,-122.295192,71,Offer A,Yes,No,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,85.45,6029.9,1620.9299999999998,7650.83,No,0
6999-CHVCF,Male,40,No,California,Covina,34.084747,-117.886844,68,None,Yes,Yes,Yes,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,102.1,7149.35,3360.56,10509.91,No,0
7000-WCEVQ,Female,67,No,California,Wrightwood,34.358321,-117.618263,20,None,Yes,Yes,Yes,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,61.6,1174.35,542.2,1716.55,Yes,1
7005-CCBKV,Male,53,No,California,Thornton,38.157794,-121.520223,6,None,Yes,No,Yes,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,84.4,556.35,131.82,688.17,Yes,1
7005-CYUIL,Female,78,Yes,California,Laytonville,39.806141,-123.531098,71,Offer A,Yes,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,99.4,7168.25,870.46,8038.71,No,0
7008-LZVOZ,Male,59,Yes,California,Pixley,35.957019,-119.330928,66,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.3,1672.35,2544.2999999999997,4216.65,No,0
7009-LGECI,Female,24,No,California,Westlake Village,34.130992,-118.894673,4,None,Yes,No,Yes,41,Yes,No,No,No,No,No,No,Yes,Month-to-Month,50.55,235.65,88.28,323.93,No,0
7009-PCARS,Male,53,No,California,Stockton,37.946282,-121.139499,55,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.1,1001.5,2160.95,3162.45,No,0
7010-BRBUU,Male,48,Yes,California,Woodland Hills,34.153733,-118.593408,72,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.1,1734.65,1414.08,3148.73,No,0
7010-ZMVBF,Female,39,Yes,California,Thermal,33.53604,-116.119222,18,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.45,357.0,262.8,619.8,No,0
7011-CVEUC,Male,51,Yes,California,Chula Vista,32.607964,-117.059459,25,None,Yes,No,Yes,8,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,95.7,2338.35,95.25,2433.6,No,0
7013-PSXHK,Female,41,No,California,Lagunitas,38.021772,-122.691744,40,None,Yes,Yes,Yes,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,80.75,3208.65,1353.1999999999998,4561.85,No,0
7014-ZZXAW,Female,30,Yes,California,Montclair,34.072121,-117.698319,71,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.25,1732.95,582.9100000000001,2315.86,No,0
7016-BPGEU,Female,53,No,California,Dunsmuir,41.212695,-122.392067,29,None,No,No,Yes,22,No,No,No,No,No,No,No,Yes,Month-to-Month,25.1,712.85,0.0,712.85,Yes,1
7016-NVRIC,Male,73,Yes,California,Chualar,36.596271,-121.442274,29,None,Yes,No,Yes,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,90.1,2656.7,928.87,3585.57,No,0
7017-VFHAY,Female,42,Yes,California,Glendora,34.119363,-117.855059,61,Offer B,Yes,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,115.1,7008.15,1220.6100000000001,8228.76,No,0
7017-VFULY,Female,38,Yes,California,Chatsworth,34.294142,-118.603883,2,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.1,43.15,65.72,108.87,No,0
7018-FPXHH,Male,45,Yes,California,Callahan,41.388397,-122.794636,56,Offer B,Yes,No,Yes,13,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,59.8,3457.45,1273.4399999999998,4695.88,No,0
7018-WBJNK,Male,55,No,California,San Fernando,34.286131,-118.435969,13,Offer D,Yes,No,Yes,22,No,No,No,No,Yes,No,No,No,Month-to-Month,78.3,1033.95,415.09,1599.04,No,0
7020-OZKXZ,Female,65,No,California,Vista,33.22784,-117.200024,9,None,Yes,No,Yes,9,No,No,Yes,No,No,No,No,Yes,Two Year,75.5,637.4,224.64000000000001,862.04,No,0
7021-XSNYE,Male,46,Yes,California,Lancaster,34.712708,-117.889656,7,None,No,No,Yes,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,49.65,305.55,0.0,305.55,No,0
7024-OHCCK,Female,77,No,California,Sheridan,38.984756,-121.345074,2,None,Yes,Yes,Yes,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,93.85,170.85,38.54,209.39,Yes,1
7025-IWFHT,Male,62,No,California,Upland,34.141146,-117.655583,41,Offer B,Yes,No,Yes,15,No,Yes,No,Yes,Yes,No,No,Yes,One Year,89.55,3729.75,1854.02,5583.77,No,0
7025-WCBNE,Male,74,No,California,Santa Ana,33.766004,-117.786763,47,None,Yes,Yes,Yes,10,No,Yes,No,Yes,No,No,No,Yes,Two Year,59.6,2754.0,694.66,3448.66,No,0
7026-YMSBE,Male,62,No,California,Berkeley,37.871416,-122.246597,30,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.7,625.05,737.1,1362.15,No,0
7028-DVOIQ,Male,71,No,California,Birds Landing,38.140719,-121.838298,35,None,Yes,Yes,Yes,19,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,99.05,3395.8,729.05,4244.85,Yes,1
7029-IJEJK,Female,52,No,California,Los Angeles,33.927254,-118.249826,54,None,No,No,Yes,21,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,44.1,2369.7,0.0,2369.7,No,0
7029-RPUAV,Male,74,Yes,California,Los Gatos,37.222842,-121.988727,17,None,Yes,Yes,Yes,16,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,100.45,1622.45,479.06,2101.51,Yes,1
7030-FZTFM,Male,31,Yes,California,Gonzales,36.52588,-121.396719,72,Offer A,Yes,Yes,Yes,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,110.9,7922.75,3263.04,11315.79,No,0
7030-NJVDP,Male,36,Yes,California,San Quentin,37.942551,-122.491642,24,None,Yes,No,Yes,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,89.25,2210.2,245.52,2455.72,No,0
7032-LMBHI,Female,42,No,California,Blythe,33.674583,-114.71612,37,None,Yes,Yes,Yes,9,Yes,No,No,No,Yes,No,No,Yes,One Year,64.65,2347.85,1375.66,3723.51,No,0
7033-CLAMM,Female,60,Yes,California,Somes Bar,41.444606,-123.471895,48,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.2,1027.25,894.72,1921.97,No,0
7036-TYDEC,Female,44,No,California,San Clemente,33.4725,-117.584273,69,None,Yes,Yes,Yes,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,104.0,7028.5,127.65,7156.15,No,0
7036-ZZKBD,Male,56,Yes,California,Lincoln,38.922812,-121.312005,31,Offer C,Yes,No,Yes,28,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,66.4,2019.8,784.3000000000001,2804.1,No,0
7037-MTYVW,Male,26,Yes,California,San Jose,37.371862,-121.860349,38,Offer C,Yes,Yes,Yes,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,85.4,3297.0,665.76,3962.76,No,0
7041-TXQJH,Female,64,No,California,Goodyears Bar,39.564113,-120.868836,37,Offer C,No,No,Yes,6,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,40.2,1478.85,0.0,1478.85,No,0
7044-YAACC,Male,70,Yes,California,Napa,38.232389,-122.324944,4,None,Yes,No,Yes,8,No,No,No,No,No,No,No,Yes,Two Year,70.2,280.35,24.12,273.72,No,0
7047-FWEYA,Female,41,Yes,California,San Pedro,33.736387,-118.284363,46,Offer B,Yes,Yes,Yes,29,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,103.15,4594.65,1528.12,6252.77,No,0
7047-YXDMZ,Male,59,No,California,Vallejo,38.105733,-122.186338,21,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.0,417.7,722.19,1139.89,No,0
7048-GXDAY,Male,55,No,California,Fresno,36.78724,-119.827813,39,Offer C,Yes,Yes,Yes,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,106.4,4040.65,669.6300000000001,4710.28,No,0
7049-GKVZY,Female,45,No,California,Berkeley,37.866009,-122.286228,17,None,Yes,No,Yes,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,94.3,1387.35,215.73,1603.08,No,0
7054-DMVAS,Male,47,No,California,Redwood Valley,39.298065,-123.25211,54,None,Yes,No,Yes,16,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,65.3,3512.9,1011.9599999999999,4524.86,No,0
7054-ENNGU,Female,19,Yes,California,Benicia,38.113533,-122.11926,9,None,Yes,No,Yes,76,No,Yes,No,No,No,No,No,Yes,Month-to-Month,50.85,466.6,113.31,579.91,No,0
7054-LGEQW,Female,23,No,California,Canyon Country,34.422519,-118.420717,1,Offer E,Yes,No,Yes,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,45.95,45.95,5.12,51.07,Yes,1
7055-HNEOJ,Male,34,Yes,California,El Dorado Hills,38.684437,-121.055634,3,Offer E,Yes,No,Yes,6,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,55.8,154.55,12.57,167.12,No,0
7055-JCGNI,Female,60,No,California,Moss Beach,37.515556,-122.502311,70,Offer A,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,111.95,7795.95,3119.9,10915.85,No,0
7055-VKGDA,Male,31,No,California,Clarksburg,38.384648,-121.578701,54,Offer B,Yes,No,Yes,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,105.4,5643.4,2698.9199999999996,8342.32,Yes,1
7056-IMHCC,Male,69,Yes,California,Torrance,33.833699,-118.314387,53,Offer B,Yes,Yes,Yes,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,101.9,5549.4,420.82,5970.22,Yes,1
7061-OVMIM,Female,57,Yes,California,Palm Springs,33.839989,-116.659215,30,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.55,608.5,634.2,1242.7,No,0
7064-FRRSW,Male,71,No,California,Tarzana,34.157137,-118.548511,48,None,Yes,Yes,Yes,2,No,Yes,No,No,Yes,Yes,No,Yes,One Year,99.0,4744.35,281.76,5026.11,No,0
7064-JHXCE,Male,64,Yes,California,San Luis Obispo,35.233745,-120.626442,62,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.05,1263.9,1299.52,2563.42,No,0
7065-YUNRY,Female,28,No,California,San Diego,32.825086,-117.199424,1,None,Yes,No,Yes,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,45.3,45.3,39.94,85.24,Yes,1
7072-MBHEV,Female,77,Yes,California,Edwards,34.966777,-117.961179,11,None,Yes,Yes,Yes,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,78.1,864.85,194.26,1059.11,No,0
7073-QETQY,Male,59,Yes,California,Capay,38.681651,-122.130569,66,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.35,1359.5,2971.98,4331.48,No,0
7074-IEVOJ,Female,75,No,California,San Francisco,37.820894,-122.369725,3,None,Yes,Yes,Yes,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,79.4,205.05,125.69999999999999,330.75,Yes,1
7074-STDCN,Male,25,No,California,Artesia,33.867593,-118.080637,39,Offer C,No,No,Yes,26,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,40.6,1494.5,0.0,1494.5,No,0
7075-BNDVQ,Female,46,No,California,Termo,41.027281,-120.669427,4,None,No,No,Yes,26,Yes,No,Yes,No,No,No,No,No,Month-to-Month,35.0,135.75,0.0,185.75,No,0
7077-XJMET,Male,63,Yes,California,Alta,39.218096,-120.79153,12,None,Yes,No,Yes,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,74.15,741.4,592.6800000000001,1334.08,No,0
7078-NVFAM,Female,57,Yes,California,Pomona,34.083086,-117.737997,32,None,No,No,Yes,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,35.15,1051.05,0.0,1051.05,No,0
7079-QRCBC,Female,35,No,California,Sacramento,38.585826,-121.376263,24,None,Yes,Yes,Yes,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,98.75,2407.3,904.56,3311.86,Yes,1
7080-TNUWP,Male,48,Yes,California,Arbuckle,38.982373,-122.047751,70,None,Yes,Yes,Yes,16,No,Yes,Yes,No,Yes,No,No,Yes,One Year,95.0,6602.9,2179.1,8782.0,No,0
7083-MIOPC,Female,62,No,California,Burbank,34.174215,-118.345928,72,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.25,1566.9,3049.92,4616.82,No,0
7083-YNSKY,Female,22,No,California,Lodi,38.128087,-121.4078,15,Offer D,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,25.4,399.6,687.6,1087.2,Yes,1
7088-FBAWU,Female,22,Yes,California,Los Angeles,34.027337,-118.28515,17,Offer D,Yes,No,Yes,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,74.55,1215.8,763.3,1979.1,No,0
7089-IVVAZ,Female,26,No,California,Cantua Creek,36.488056,-120.407691,8,Offer E,Yes,Yes,Yes,41,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,103.35,847.3,157.44,1004.74,Yes,1
7089-RKVSZ,Male,43,Yes,California,Woody,35.710244,-118.881679,8,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,One Year,24.4,203.95,185.44,389.39,No,0
7089-XXAYG,Male,37,Yes,California,Rocklin,38.7904,-121.236973,25,None,No,No,Yes,24,No,No,Yes,No,Yes,No,No,No,One Year,38.1,970.4,0.0,1070.4,No,0
7094-MSZAO,Male,55,Yes,California,Oakland,37.808731,-122.238708,10,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.05,218.5,138.3,356.8,No,0
7096-UCLNH,Male,30,No,California,Fontana,34.087558,-117.464096,1,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.05,20.05,11.1,31.15,No,0
7096-ZNBZI,Female,21,Yes,California,Studio City,34.139082,-118.39275,72,Offer A,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,26.45,1914.5,1599.84,3514.34,No,0
7100-FQPRV,Male,24,Yes,California,Canoga Park,34.19829,-118.602203,43,Offer B,Yes,Yes,Yes,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,71.9,3173.35,2068.3,5241.65,No,0
7101-HRBLJ,Female,25,Yes,California,Idyllwild,33.755039,-116.741796,72,None,Yes,No,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,83.7,6096.9,1155.6000000000001,7252.5,No,0
7102-JJVTX,Female,31,Yes,California,Escondido,33.081478,-117.033814,9,Offer E,Yes,No,Yes,30,Yes,No,No,No,No,No,No,Yes,One Year,48.6,422.3,270.63,672.48,No,0
7103-IPXPJ,Male,44,Yes,California,Inglewood,33.958134,-118.330905,50,Offer B,Yes,Yes,Yes,18,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,99.4,5059.75,1303.0,6362.75,No,0
7103-ZGVNT,Female,59,Yes,California,Portola Valley,37.369709,-122.215844,69,Offer A,Yes,Yes,Yes,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,78.65,4885.85,540.96,5426.81,No,0
7105-BENQF,Male,31,No,California,Tarzana,34.157137,-118.548511,15,None,Yes,No,Yes,29,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,64.85,950.75,655.3499999999999,1606.1,No,0
7105-MXJLL,Female,76,Yes,California,Valencia,34.43987,-118.644609,26,None,Yes,No,Yes,17,No,No,Yes,No,No,Yes,No,Yes,One Year,60.7,1597.4,445.12,2042.52,No,0
7107-UBYKY,Female,62,Yes,California,Sutter,39.172777,-121.805845,35,Offer C,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,25.75,882.55,866.6,1749.15,No,0
7108-DGVUU,Female,73,Yes,California,Lookout,41.280478,-121.160249,21,None,Yes,Yes,Yes,18,No,Yes,Yes,No,No,Yes,No,No,One Year,71.7,1497.05,636.3000000000001,2233.35,No,0
7109-CQYUZ,Male,34,No,California,Beverly Hills,34.099891,-118.414338,52,None,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,89.25,4652.4,353.59999999999997,5006.0,No,0
7110-BDTWG,Female,59,Yes,California,San Jose,37.339533,-121.777179,71,None,No,No,Yes,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,47.05,3263.6,0.0,3263.6,No,0
7112-OPOTK,Male,37,No,California,Fort Bidwell,41.932207,-120.135941,33,None,Yes,No,Yes,23,No,No,No,No,No,No,No,Yes,Month-to-Month,68.25,2171.15,951.72,3122.87,Yes,1
7113-HIPFI,Male,59,Yes,California,Long Beach,33.802664,-118.179971,66,Offer A,Yes,No,Yes,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,65.85,4097.05,1776.06,5873.11,No,0
7114-AEOZE,Female,53,No,California,Big Bar,40.775272,-123.287414,60,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.85,1128.1,1867.2,2995.3,No,0
7115-IRDHS,Female,64,Yes,California,Sonora,37.982716,-120.343732,72,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.65,1830.05,1758.2400000000002,3588.29,No,0
7120-RFMVS,Male,31,No,California,Isleton,38.154823,-121.601358,1,None,Yes,Yes,Yes,12,No,No,No,No,Yes,No,No,Yes,Month-to-Month,84.5,84.5,6.89,91.39,Yes,1
7123-WQUHX,Male,34,No,California,Santa Monica,34.015481,-118.493231,38,Offer C,Yes,Yes,Yes,21,No,No,Yes,Yes,Yes,No,No,Yes,One Year,95.0,3605.6,150.1,3755.7,No,0
7124-UGSUR,Female,77,Yes,California,Los Angeles,34.099869,-118.326843,61,None,Yes,Yes,Yes,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,104.4,6405.0,2141.71,8546.71,Yes,1
